objectid,title,creator,creators_title,date,description,interviewee,interviewer,subject,location,latitude,longitude,publisher,contributing_institution,source,identifier,rights,rightsstatement,format_original,type,format,language,filename,display_template,object_location,image_small,image_thumb
sbw164,"Reconaissance Report, Kit Carson Landing Strip","Thieme, F. E.",Assistant Regional Forester,1945-10-15,Includes details of a proposed Kit Carson Landing Strip in the area. The document is from 1945 and includes a drawing of the proposed strip as well as two high-altitude photographs of the proposed strip site. The report is authored by F.E. Thieme.,,,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",National Archives and Records Administration Seattle,1,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence,Text,application/pdf,eng,sbw164.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw164.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw164_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw164_th.jpg
sbw165,Bitter Root (Idaho) Reserve: Personnel,Riley,,1907-01-20,"This report, penned by Riley in 1907, begins by criticizing the administration of the Bitterroot Reserve. This critique leads into a listing of the current personnel, and in-depth descriptions of each. Not only are work habits and abilities (or thereof) discussed, personal appearance, marital status, and other seeming trivialities appear to play an important part in Riley's recommendations for promotions, demotions, and the like.",,,Bitterroot reserve;administration,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",National Archives and Records Administration Seattle,3,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence,Text,application/pdf,eng,sbw165.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw165.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw165_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw165_th.jpg
sbw166,Letter from E.A. Sherman to Gifford Pinchot.,"Sherman, E. A.",USFS,1912-05-31,"This letter is Sherman's response to a letter from Pinchot requesting (it seems) historical details of the early days of the Forest Service's work in the area (the letter itself is dated 1912, hence the quotes around early days). Sherman responds with a long personal narrative of his early work with the Service, as well as his own childhood history and how he sees that having effected his eventual career path.",,,early days;personal recollections' USFS Headquarters;Ogden;Utah,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Library of Congress: Gifford Pinchot Papers,4,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence,Text,application/pdf,eng,sbw166.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw166.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw166_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw166_th.jpg
sbw167,"Letter from Frank Fenn to Gifford Pinchot, August 7, 1912","Fenn, Frank",,1912-08-07,"Kooskia, Idaho. In this letter, Frank Fenn seems to be replying to the same query that Pinchot directed at Sherman; that is, Fenn writes to Pinchot filling him in on the details of his first year as a Forest Ranger. His recitation also encompasses some of the more general history of Forest Service activities in the area. Fenn draws a distinction in practice between today's  1912's  practices and how things were in the good old days.",,,Personal recollections;early days;,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Unknown,5,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence,Text,application/pdf,eng,sbw167.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw167.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw167_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw167_th.jpg
sbw168,"Letter, Jefferson to District Forester, 11 January 1923",Jefferson,,1923-01-11,,,,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Unknown,Letter_Jefferson_to_District_Forester_01-11-23,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence Files,Text,application/pdf,eng,sbw168.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw168.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw168_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw168_th.jpg
sbw169,"Proposed improvement to the Moose Creek Bridge, c.1920.","Howell, C. F.",Forest Supervisor,1920,"This collection of documents deal with a proposed improvement to the Moose Creek Bridge, and run the gamut from parts requisitions, hand-drawn building plans, and a disagreement over whether the bridge should be built in a quick-and-dirty fashion or if a more expensive, more wear-resistant bridge should be built.",,,moose creek bridge;proposed improvements,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","National Archives Records Administration, Seattle",6,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Text,application/pdf,eng,sbw169.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw169.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw169_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw169_th.jpg
sbw170,"Letter, Kelley to Case, 18 December 1942","Kelley, Evan W.",,1942-12-18,"A rare correspondence between two influential forest service personnel, Evan W. Kelley and George Case. In the letter, Kelley applauds Cases wildlife management plan for the Idaho portion of the Bitterroot Forest, a plan that Kelley suggests should be adopted in Montana as well.",,,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Unknown,Letter_Kelley_to_Case_12-18-42,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence Files,Text,application/pdf,eng,sbw170.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw170.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw170_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw170_th.jpg
sbw171,Proposed improvement to the Pettibone Bridge c1920.,"Jefferson, Frank",,1920,"This document is similar in content to the previous document, though it deals instead with a proposed bridge spanning Pettibone Creek. There is a short justification statement and an included hand-drawn building plan.",,,Pettibone Creek bridge;proposed improvments;,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","National Archive Records Administration, Seattle",7,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence,Text,application/pdf,eng,sbw171.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw171.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw171_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw171_th.jpg
sbw172,Timeline/history of the Bear Creek Ranger Station from 1912 to 1934.,Unknown,,1934,"Exactly as titled, this document describes significant occurrences in the history of the Bear Creek Ranger Station from 1912 and 1934. It concludes with a list of personnel who served there over that time span. The timeline is in an outline format.",,,timeline;Bear Creek Ranger Station;,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Unknown,8,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Diaries,Text,application/pdf,eng,sbw172.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw172.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw172_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw172_th.jpg
sbw173,A history of the Three Forks Ranger Station.,Unknown,,1910,"This is another timeline of events, this time telling the history of the Three Forks Ranger Station from 1910 to 1920. Unlike Document 8, however, this history is in the form of an essay. No author is indicated.",,,Three Forks Ranger Station;timeline,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Unknown,9,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Diaries,Text,application/pdf,eng,sbw173.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw173.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw173_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw173_th.jpg
sbw174,Memorandum for District Forester: Selway Fire  1919,"Howell, C. F.",,1919-09-01,"This document, authored by Chas F. Howell, discusses how the Selway's fire suppression plan should adapt in the coming years, based on the outcome of the last four fire seasons, from 1916 to 1919. Howell discusses each specific fire season  and sometimes specific fires  at length, using the Service's mistakes as evidence for the changes he suggests. This report is especially interesting when you consider that 1910, 1914, and 1919 were three of the area's worst fire seasons ever, and as such fire suppression policy in the area during the 1910s in general was in a wildly fluctuating state from year to year. This document gives an interesting glimpse into that process of rapid change and response.",,,fire suppression;fire management;fire;,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Missoula Northern Region Archives,10,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence,Text,application/pdf,eng,sbw174.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw174.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw174_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw174_th.jpg
sbw175,Report by Elers Koch on the causes of the 1919 Selway fire(s).,"Koch, Elers",,1919-10-23,"A report by Elers Koch (the ranger immortalized in Forty Years A Forester) on the massively destructive fire season of 1919. Koch suggests what he sees to be necessary changes to the region's fire-suppression policy, using firsthand experience fighting the fires of 1919 as his evidence.",,,fire suppression;fire management;fire;,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Missoula Northern Region Archives,11,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence,Text,application/pdf,eng,sbw175.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw175.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw175_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw175_th.jpg
sbw176,Selway River Chronology,"Williams, Mary H.",,2007,"This timeline, which runs from 1878 to 1949, was composed by Mary H. Williams. It lists, in outline format, many significant events that took place on and near the Selway River.",,,timeline;chronology;personal recollections,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Unknown,12,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Diaries,Text,application/pdf,eng,sbw176.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw176.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw176_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw176_th.jpg
sbw177,Trapping Wildlife Accounts/Chronology,"Williams, Mary H.",,2007,"This timeline is also authored by Mary H. Williams. It runs from 1812 to 1947, and lists in outline format a great many important moments in the history of trapping in the SBW.  Please note: both accounts (numbers 12 & 13) displayed here are essentially one-time snapshots of projects which are works in progress and are continually being improved and corrected.",,,trapping;wildlife;timeline;personal recollections,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Unknown,13,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Diaries,Text,application/pdf,eng,sbw177.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw177.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw177_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw177_th.jpg
sbw178,Historical Happenings in the Macgruder Corridor,Shumaker?,,1920,"This document is a short, essay-style retelling of the history of the area that would eventually come to be called the Macgruder Corridor. The document was written by Frank Schumaker, an early District Ranger at Magruder and also the author of one of the most important early histories of the west side of the Bitterroot National Forest. The essay starts with the coming of Lewis and Clark to the area and ends around 1920.",,,Magruder Corridor,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Bitterroot National Forest Historical Files, Montana",14,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Federal government records,Text,application/pdf,eng,sbw178.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw178.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw178_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw178_th.jpg
sbw179,Rugged Selway country had its share of tragedy,"Monroe, B. K.",,1972-07-01,"This is a newspaper article documenting the death of the man named Archer, who died in a skiing accident outside of Martin Moes cabin in 1899, during a heavy snowstorm. This incident is referenced in a number of Dick Walker's interviews. This document includes a hand-drawn map and diagram of what is supposed to have happened in the Archer accident.",,,Archer's Grave;tragedy,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Unknown,16,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newspaper clipping,Image;StillImage; Text,application/pdf,eng,sbw179.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw179.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw179_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw179_th.jpg
sbw180,"Kelley to Chief Forester, 13 February 1939","Kelley, Evan W.",,1939-02-13,This letter from Regional Forester Even W. Kelley to the Chief Forester illustrates the importance of agency cooperation in the successful implementation of any wildlife policy. The letter is a summary of the cooperative efforts developed between different state organizations as well as the tensions between federal and state agencies as the forest service tries to develop a plan to deal with game problems that transgress state lines.,,,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Unknown,Letter_Kelley_to_Chief_Forester_02-13-39,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence Files,Text,application/pdf,eng,sbw180.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw180.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw180_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw180_th.jpg
sbw181,"Letter, Kelley to Chief Forester, 1 May 1937","Kelley, Evan W.",,1937-05-01,"In this heated letter, Regional Forester Evan W. Kelley argues that federal agencies should have jurisdiction over lands designated as national forests, and that federal policy should always supersede state policy. The latter, he claims, is inconsistent and obstructs federal efforts to establish an effective wildlife management plan.",,,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Unknown,Letter_Kelley_to_Chief_Forester_05-01-37,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence Files,Text,application/pdf,eng,sbw181.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw181.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw181_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw181_th.jpg
sbw182,"Letter, Tebbe to Lloyd 27 March 1961",Tebbe,,1961-03-27,"In March of 1961 Regional Forester Tebbe writes to activist citizen Merle D. Lloyd, reassuring him that the forest service understands the importance of irrigation to the Montana economy. Tebbe opposes Lloyds desire to establish a large reservoir because it would eliminate the entire east face of the Bitterroot Mountains. Here, Tebbe counters Lloyds economic argument with an aesthetic one: The east face is the most beautiful and spectacular part of the wilderness area. We feel that it is possible to have both dams and a wilderness area in this situation.",,,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Unknown,Letter_Tebbe_to_Lloyd_03-27-61,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence Files,Text,application/pdf,eng,sbw182.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw182.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw182_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw182_th.jpg
sbw183,"Letter, Young to Haven 24 October 1934",Young,,1934-10-24,"In this letter, Stanley P. Young, in charge of the Division of Game Management, defends forest service policy to J. N. Haven, President of the Clearwater River Valley Conservation League, who claims forest service activity has benefited sheep and cattle farmers over sportsmen and hunters. Young counters Havens accusation by arguing that the first priority of the forest service is to restore the natural environment as rapidly as possible, which favors the interests of all groups concerned.",,,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Unknown,Letter_Young_to_Haven_10-24-34,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence Files,Text,application/pdf,eng,sbw183.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw183.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw183_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw183_th.jpg
sbw184,"Press Release, Emergency Hunt in the Selway Game Preserve, 26 August 1937",Unknown,,1937-08-26,This press release issued in August of 1937 is meant to attract hunters to the Selway Game Preserve for a special emergency hunt to last from the beginning of September to the end of November of that year. The release attempts to entice hunters by describing the game preserve as extremely primitive providing the hunter with an unprecedented opportunity for real pioneering sport. The hunt was organized in response to the explosion of elk that had begun to damage winter grazing areas.,,,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Unknown,Press_Release_Selway_Emergency_Hunt_08-26-37,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence Files,Text,application/pdf,eng,sbw184.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw184.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw184_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw184_th.jpg
sbw185,"Earlyday Foresters Were Hardy and Practical, Bessie Notes in Recolections of Forest Service","Monroe, B. K.",,1960,"This is a newspaper article of recollections of the early days of the Forest Service in the SBW, as told by Roy Munroes wife, Bessie. She profiles a number of old rangers, including Jim Vance, her own husband, and Frank Fenn, among others.",,,Personal recollections;early days;,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Unknown,17,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newspaper clipping,Text,application/pdf,eng,sbw185.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw185.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw185_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw185_th.jpg
sbw186,Wilderness Landholders Seek To Retain Vehicle Use Rights,"H, L.",,1964-04-26,"This document is a few newspaper articles stapled together, but they each deal with the topic of motorized vehicles within the SBW, so all are germane to the project. Each present the same issue that Renshaw complains about above, but from a less biased standpoint. Together these articles provide a good summary of the issue of private landowners' rights to motorized transportation within the SBW.",,,Wilderness Act;vehicle use,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Lewiston Morning Tribune,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Lewiston Morning Tribune,22,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newspaper clipping,Text,application/pdf,eng,sbw186.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw186.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw186_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw186_th.jpg
sbw187,"The Johnson Family and a Selway River Homestead, as Remembered by Helen E. Ridley","Ridley, Helen E.",,1972-06-01,"This is an essay-length narrative of the coming of the Johnson family (Ed and Dee Johnson) to the SBW in 1912. There are a lot of interesting anecdotes in this document, as well as a number of large black-and-white photos of the area taken contemporaneously with Ed and Dees homesteading.",,,Fenn Ranger Station;Johnson Homestead,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Unknown,23,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Diaries,Text,application/pdf,eng,sbw187.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw187.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw187_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw187_th.jpg
sbw188,Selway Tales by Charles J. Johnson.,"Johnson, Charles B.",,1981,This is a bound collection of stories written by Charles Johnson (son of Ed and Dee) and dealing with his growing up in the Johnson homestead. This makes for an excellent companion piece with Document 23.,,,Personal recollections;early days;Johnson Homestead,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Unknown,24,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Diaries,Text,application/pdf,eng,sbw188.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw188.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw188_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw188_th.jpg
sbw189,The Flight of the Nez Perce.,Unknown,,1970,"This is a pamphlet produced by the Forest Service which describes the flight of the Nez Perce through the Bitterroot Valley in 1877. The pamphlet doesnt contain information that isnt available elsewhere by any means; however, it is worthwhile as a historical curiosity. No date of publication is clear, but it seems likely that it was published in the 60s or 70s.",,,Nez Perce;Native Americans,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,USFS,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Bitterroot National Forest Historical Files, Montana",25,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Articles,Text,application/pdf,eng,sbw189.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw189.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw189_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw189_th.jpg
sbw190,The First Ten Years Were the Toughest by Ralph L. Hand.,"Hand, Ralph L.",,1955,"This is an excerpt from a collection titled Early Days in the Forest Service, Volume 3. This collection has testimonials from a number of former Forest Service employees, but Hands is the only one that is related geographically to our project. The first page of the document is part of Hand's introduction, detailing his early years with the Forest Service. Then there is a jump (a number of pages appear to be missing) before Hand's account picks up again, telling a few anecdotes of his adventures in the SBW.",,,fire management;,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unknown,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Unknown,26,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Book,Text,application/pdf,eng,sbw190.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw190.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw190_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw190_th.jpg
sbw191,They Pioneered the Bitterroots by Carl A. Weholt.,"Weholt, Carl A.",,1976-01-01,"This excerpt from Early Days in the Forest Service, Volume 4 discusses what the land within the SBW was like during the early 1900s. Carl Weholt tells the story of his (I assume) father Adolph Weholt and a crew of men who came to the Elk Summit area in 1911 and were charged with clearing trails and building a cabin there.",,,early days;personal recollections;,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,USDA Forest Service,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Documents Department, University of Idaho Library",27,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Book,Text,application/pdf,eng,sbw191.pdf,pdf,https://objects.lib.uidaho.edu/sbw/sbw191.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw191_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw191_th.jpg
