objectid,parentid,title,photographer,date,date-is-approximate,description,item_information,postcard_type,subject,location,state,latitude,longitude,publisher,publisher_location,identifier,rights,source,rightsstatement,original format,type,format,language,filename,display_template,object_location,image_small,image_thumb
nwpostcards1220,,Aerial view of shadowy St. Joe River flowing through Chatcolet Lake.,Ross Hall,1980,yes,Postcard of the St. Joe River flowing into Chatcolet Lake in Idaho.,,photographic postcard,rivers; trees; mountains; lakes; photographic postcards,Chatcolet Lake; St. Joe River,Idaho,47.349175,-116.662302,Ross Hall Scenics,"Sandpoint, ID",pg_9_06_08b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,pg_9_06_08b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_06_08b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_08b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_08b_th.jpg
nwpostcards1221,,Shadowy St. Joe River in Northern Idaho.,Will Hawkins,1980,yes,"Postcard of the St. Joe River. | Massive Cottonwood trees grace the shores of this serene river along its lower reaches. It is one of the highest navigable rivers in the world, and is used for log towing, boating, and many other water sports. The headwaters drain a portion of the West side of the Bitterroot Mtn. Range on the Idaho-Montana border. It empties into Lake Coeur d'Alene after flowing through Lake Chatcolet. View is near St. Maries, Idaho, enroute to Calder and Avery.",,photographic postcard,rivers; trees; mountains; photographic postcards,St. Joe River; Idaho,Idaho,47.324338,-116.389174,Ross Hall Scenics,"Sandpoint, ID",pg_9_06_08c,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"4x6, color postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_06_08c.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_08c_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_08c_th.jpg
nwpostcards1222,nwpostcards1221,,,,,,,,,,,,,,,pg_9_06_08c,,,,,,image/jpeg,,pg_9_06_08c.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_06_08c.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_08c_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_08c_th.jpg
nwpostcards1223,nwpostcards1221,,,,,,,,,,,,,,,pg_9_06_08c_b,,,,,,image/jpeg,,pg_9_06_08c_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_06_08c_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_08c_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_08c_b_th.jpg
nwpostcards1224,,"St. Joe River. St. Maries and Coeur d'Alene, Idaho region",,1980,yes,"Postcard of the St. Joe River with fall colors. | The Shadowy St. Joe River. In a land of rushing trout streams, the quiet contrast of this tranquil river furnished poetic loveliness to the St. Maries and Coeur d'Alene, Idaho, region.",,photographic postcard,rivers; trees; mountains; photographic postcards,St. Joe River; Idaho,Idaho,47.311915,-116.270592,Ross Hall Scenics,"Sandpoint, ID",pg_9_06_08e,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_06_08e.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_08e_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_08e_th.jpg
nwpostcards1225,nwpostcards1224,,,,,,,,,,,,,,,pg_9_06_08e,,,,,,image/jpeg,,pg_9_06_08e.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_06_08e.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_08e_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_08e_th.jpg
nwpostcards1226,nwpostcards1224,,,,,,,,,,,,,,,pg_9_06_08e_b,,,,,,image/jpeg,,pg_9_06_08e_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_06_08e_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_08e_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_08e_b_th.jpg
nwpostcards1227,,"Square Lake. Sawtooth Range, Idaho",,1910,yes,"Postcard of Square Lake in the Sawtooth Range, Idaho.",,photographic postcard,mountains; lakes; trees; photographic postcards,"Sawtooth Mountains; Sawtooth National Forest, Idaho",Idaho,44.183558,-115.052483,Faust's Art Store,"Boise, ID",pg_9_06_17a,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_06_17a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_17a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_17a_th.jpg
nwpostcards1228,nwpostcards1227,,,,,,,,,,,,,,,pg_9_06_17a,,,,,,image/jpeg,,pg_9_06_17a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_06_17a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_17a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_17a_th.jpg
nwpostcards1229,nwpostcards1227,,,,,,,,,,,,,,,pg_9_06_17a_b,,,,,,image/jpeg,,pg_9_06_17a_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_06_17a_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_17a_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_17a_b_th.jpg
nwpostcards1230,,Towing logs down the St. Joe River. Idaho,,1930,yes,Postcard of a boat towing logs down the St. Joe River in Idaho.,,photographic postcard,rivers; trees; logs; tugboats; mountains; photographic postcards,St. Joe River; Idaho,Idaho,47.31785,-116.328914,,,pg_9_06_08g,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_06_08g.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_08g_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_08g_th.jpg
nwpostcards1231,nwpostcards1230,,,,,,,,,,,,,,,pg_9_06_08g,,,,,,image/jpeg,,pg_9_06_08g.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_06_08g.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_08g_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_08g_th.jpg
nwpostcards1232,nwpostcards1230,,,,,,,,,,,,,,,pg_9_06_08g_b,,,,,,image/jpeg,,pg_9_06_08g_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_06_08g_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_08g_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_08g_b_th.jpg
nwpostcards1233,,"Twin Falls, Idaho",,1910,yes,"Postcard of Twin Falls, Idaho.",,photographic postcard,waterfalls (natural bodies of water); men; rivers; canyons; photographic postcards,"Twin Falls, Idaho",Idaho,42.590551,-114.359276,Faust's Art Store,"Boise, ID",pg_9_06_18a,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_06_18a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_18a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_18a_th.jpg
nwpostcards1234,nwpostcards1233,,,,,,,,,,,,,,,pg_9_06_18a,,,,,,image/jpeg,,pg_9_06_18a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_06_18a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_18a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_18a_th.jpg
nwpostcards1235,nwpostcards1233,,,,,,,,,,,,,,,pg_9_06_18a_b,,,,,,image/jpeg,,pg_9_06_18a_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_06_18a_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_18a_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_18a_b_th.jpg
nwpostcards1236,,"Goat rock cut. St. Joe River, Idaho",,1940,yes,"Postcard of a train travelling down the St. Joe River. | 1108. Goat Rock Cut, St. Joe River, Idaho.",,picture postcard,rivers; trains; railroads; trees; utility poles; mountains; clouds; picture postcards,St. Joe River; Idaho,Idaho,47.318767,-116.296617,Boughton-Robbins Co.,"Spokane, WA",pg_9_06_08h,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_06_08h.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_08h_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_08h_th.jpg
nwpostcards1237,nwpostcards1236,,,,,,,,,,,,,,,pg_9_06_08h,,,,,,image/jpeg,,pg_9_06_08h.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_06_08h.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_08h_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_08h_th.jpg
nwpostcards1238,nwpostcards1236,,,,,,,,,,,,,,,pg_9_06_08h_b,,,,,,image/jpeg,,pg_9_06_08h_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_06_08h_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_08h_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_08h_b_th.jpg
nwpostcards1239,,"Thousand Springs, Idaho.",,1920,yes,"Postcard of the Thousand Springs near Hagerman, Idaho.",,picture postcard,waterfalls (natural bodies of water); picture postcards,"Thousand Springs; Hagerman, Idaho",Idaho,42.740496,-114.841607,Wesley Andrews,"Baker, OR",pg_9_06_09a,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_06_09a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_09a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_09a_th.jpg
nwpostcards1240,nwpostcards1239,,,,,,,,,,,,,,,pg_9_06_09a,,,,,,image/jpeg,,pg_9_06_09a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_06_09a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_09a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_09a_th.jpg
nwpostcards1241,nwpostcards1239,,,,,,,,,,,,,,,pg_9_06_09a_b,,,,,,image/jpeg,,pg_9_06_09a_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_06_09a_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_09a_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_09a_b_th.jpg
nwpostcards1242,,"Silver Creek, Picabo, Idaho.",D.M. Dorward,1980,yes,"Postcard of Silver Creek, Idaho. |Silver Creek, Picabo, Idaho, one of the nation's Blue Ribbon Dry Fly Fishing Streams.",,photographic postcard,creeks; fishing; mountains; trees; photographic postcards,"Picabo, Idaho",Idaho,43.30446,-114.047465,D.M. Dorward,"Ketchum, ID",pg_9_06_10a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"4x6, color postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_06_10a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_10a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_10a_th.jpg
nwpostcards1243,nwpostcards1242,,,,,,,,,,,,,,,pg_9_06_10a,,,,,,image/jpeg,,pg_9_06_10a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_06_10a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_10a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_10a_th.jpg
nwpostcards1244,nwpostcards1242,,,,,,,,,,,,,,,pg_9_06_10a_b,,,,,,image/jpeg,,pg_9_06_10a_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_06_10a_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_10a_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_10a_b_th.jpg
nwpostcards1245,,"Beaver Pond, North Fork of the Big Lost River, Boulder Chain of the Rockies in background.",D.M. Dorward,1980,yes,"Postcard of a beaver pond on the Big Lost River with the Snowy Mountains in the background. | Beaver Pond - A beaver pond dams the north fork of the Big Lost River. The Snowy Mountains, in the background, are in the Boulder Chain of Idaho's Rocky Mountains.",,photographic postcard,dams; rivers; mountains; trees; photographic postcards,"Mackay, Idaho",Idaho,43.982517,-113.750814,D.M. Dorward,"Ketchum, ID",pg_9_06_11a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"4x6, color postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_06_11a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_11a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_11a_th.jpg
nwpostcards1246,nwpostcards1245,,,,,,,,,,,,,,,pg_9_06_11a,,,,,,image/jpeg,,pg_9_06_11a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_06_11a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_11a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_11a_th.jpg
nwpostcards1247,nwpostcards1245,,,,,,,,,,,,,,,pg_9_06_11a_b,,,,,,image/jpeg,,pg_9_06_11a_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_06_11a_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_06_11a_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_06_11a_b_th.jpg
nwpostcards1248,,"Snow slide at Burke, Idaho, February 28, 1910.",Barnard's Studio,1910,yes,"Postcard of a snow slide at Burke, Idaho.",,photographic postcard,men; avalanches; natural disasters; mountains; snow; trees; photographic postcards,"Burke, Idaho",Idaho,47.520925,-115.818669,Barnard's Studio,"Wallace, ID",pg_9_10_07,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_10_07.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_10_07_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_10_07_th.jpg
nwpostcards1249,nwpostcards1248,,,,,,,,,,,,,,,pg_9_10_07,,,,,,image/jpeg,,pg_9_10_07.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_10_07.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_10_07_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_10_07_th.jpg
nwpostcards1250,nwpostcards1248,,,,,,,,,,,,,,,pg_9_10_07_b,,,,,,image/jpeg,,pg_9_10_07_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_10_07_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_10_07_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_10_07_b_th.jpg
nwpostcards1251,,"Indian tunnel. Craters of the Moon National Monument near Arco, Idaho.",,1920,yes,Postcard of a cave formation at the Craters of the Moon National Monument.,,photographic postcard,national monuments; caves; extrusive rock; photographic postcards,"Arco, Idaho; Craters of the Moon National Monument",Idaho,43.442222,-113.529816,"Wesley Andrews, Co.","Portland, OR",pg_9_11_01g,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,pg_9_11_01g.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_11_01g.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_11_01g_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_11_01g_th.jpg
nwpostcards1252,,"Formation of cave interior. Craters of the Moon, Idaho. From Crystal Pit formerly Bottomless Pit.",,1910,yes,Postcard of crystal formations from a cave at the Craters of the Moon National Monument.,,photographic postcard,national monuments; caves; photographic postcards,"Arco, Idaho; Craters of the Moon National Monument",Idaho,43.426682,-113.549134,"Wesley Andrews, Co.","Portland, OR",pg_9_11_01f,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,pg_9_11_01f.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_11_01f.jpg,https://objects.lib.uidaho.edu/postcards/small/fpg_9_11_01f_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_11_01f_th.jpg
nwpostcards1253,,"Old Mission State Park near Cataldo, Idaho.",Will Hawkins,1980,yes,"Postcard of the Old Mission State Park near Cataldo, Idaho.",,photographic postcard,churches (buildings); mission churches (buildings); trees; mountains; state parks; photographic postcards,"Cataldo, Idaho",Idaho,47.551184,-116.357146,Ross Hall Scenics,"Sandpoint, ID",pg_9_11_02a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"4x6, color postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_11_02a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_11_02a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_11_02a_th.jpg
nwpostcards1254,nwpostcards1253,,,,,,,,,,,,,,,pg_9_11_02a,,,,,,image/jpeg,,pg_9_11_02a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_11_02a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_11_02a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_11_02a_th.jpg
nwpostcards1255,nwpostcards1253,,,,,,,,,,,,,,,pg_9_11_02a_b,,,,,,image/jpeg,,pg_9_11_02a_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_11_02a_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_11_02a_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_11_02a_b_th.jpg
nwpostcards1256,,"The campus. University of Idaho. Moscow, Idaho. No. 60. Administration Building.",,1915,yes,"Postcard of the University of Idaho campus in Moscow, Idaho.",,photographic postcard,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,"Moscow, Idaho",Idaho,46.727654,-117.010995,,,pg_9_12_01,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,pg_9_12_01.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01_th.jpg
nwpostcards1257,,"Lindley Hall, University of Idaho.",,1940,yes,"Postcard of Lindley Hall, which was demolished in 1973, on the University of Idaho campus in Moscow, Idaho.",written message,photographic postcard,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,"Moscow, Idaho",Idaho,46.727834,-117.009523,Wesley Andrews?,,pg_9_12_01as1,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_12_01as1.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01as1_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01as1_th.jpg
nwpostcards1258,nwpostcards1257,,,,,,,,,,,,,,,pg_9_12_01as1,,,,,,image/jpeg,,pg_9_12_01as1.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01as1.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01as1_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01as1_th.jpg
nwpostcards1259,nwpostcards1257,,,,,,,,,,,,,,,pg_9_12_01as1_b,,,,,,image/jpeg,,pg_9_12_01as1_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01as1_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01as1_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01as1_b_th.jpg
nwpostcards1260,,Administration Building. University of Idaho.,,1940,yes,"Postcard of the Administration building on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,"Moscow, Idaho",Idaho,46.726071,-117.009539,,,pg_9_12_01a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,pg_9_12_01a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01a_th.jpg
nwpostcards1261,,Hays Hall. University of Idaho.,,1946,yes,"Postcard of Hayes Hall (now the Alumni Office) on the University of Idaho in Moscow, Idaho.",,photographic postcard,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,"Moscow, Idaho",Idaho,46.724152,-117.008478,,,pg_9_12_01aa,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_12_01aa.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01aa_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01aa_th.jpg
nwpostcards1262,nwpostcards1261,,,,,,,,,,,,,,,pg_9_12_01aa,,,,,,image/jpeg,,pg_9_12_01aa.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01aa.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01aa_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01aa_th.jpg
